time_s,q0,q1,q2,q3,wx_rad_s,wy_rad_s,wz_rad_s,euler_roll_deg,euler_pitch_deg,euler_yaw_deg,adcs_mode,pointing_error_arcsec
19.1,0.99547683,0.00953581,0.09440453,0.00476791,5.93e-05,0.0001374,0.0010148,1.1601,10.8282,0.6588,Slewing,59.24
19.2,0.99542938,0.00958559,0.09489732,0.00479279,0.0001043,-1.23e-05,0.0009898,1.1666,10.8848,0.6629,Slewing,4.58
19.3,0.99538168,0.00963536,0.09539007,0.00481768,6.2e-06,-8.66e-05,0.0009882,1.1731,10.9415,0.667,Slewing,12.87
19.4,0.99533373,0.00968514,0.09588281,0.00484257,-9.47e-05,2.5e-06,0.0009962,1.1796,10.9981,0.6711,Slewing,77.72
19.5,0.99528554,0.0097349,0.09637552,0.00486745,0.0001014,5.76e-05,0.0009917,1.1861,11.0548,0.6752,Slewing,36.6
19.6,0.99523709,0.00978467,0.09686821,0.00489233,-1.32e-05,-0.0001519,0.0010039,1.1926,11.1114,0.6793,Slewing,30.08
19.7,0.99518841,0.00983443,0.09736087,0.00491722,-0.0002419,0.0001594,0.0009823,1.1992,11.1681,0.6834,Slewing,43.11
19.8,0.99513947,0.0098842,0.09785352,0.0049421,0.0001421,-0.0001106,0.0010089,1.2057,11.2248,0.6876,Slewing,17.87
19.9,0.99509029,0.00993395,0.09834613,0.00496698,0.0001493,1.2e-05,0.0009953,1.2122,11.2814,0.6917,Slewing,44.34
20.0,0.99504086,0.00998371,0.09883872,0.00499185,-0.0001487,-2.13e-05,0.0010073,1.2188,11.3381,0.6959,Fine Point,34.12
20.1,0.99499118,0.01003346,0.0993313,0.00501674,-9.33e-05,-0.0002593,0.0009989,1.2253,11.3947,0.7,Fine Point,105.43
20.2,0.99494126,0.01008322,0.09982385,0.00504161,4.65e-05,8.3e-05,0.0010021,1.2319,11.4514,0.7042,Fine Point,31.73
20.3,0.99489109,0.01013296,0.10031636,0.00506648,5.67e-05,-8.45e-05,0.0010011,1.2385,11.508,0.7084,Fine Point,52.27
20.4,0.99484067,0.01018271,0.10080886,0.00509136,-0.0001701,1e-06,0.0010013,1.245,11.5647,0.7125,Fine Point,66.76
20.5,0.99479001,0.01023246,0.10130133,0.00511623,7.1e-06,-0.0001795,0.0010088,1.2516,11.6213,0.7167,Fine Point,16.38
20.6,0.9947391,0.0102822,0.10179378,0.0051411,-0.0001224,-0.0002121,0.0010119,1.2582,11.678,0.7209,Fine Point,4.69
20.7,0.99468794,0.01033194,0.1022862,0.00516597,6.62e-05,8.8e-05,0.0010083,1.2647,11.7346,0.7251,Fine Point,40.26
20.8,0.99463653,0.01038167,0.1027786,0.00519084,2.87e-05,0.0002372,0.0010161,1.2713,11.7913,0.7293,Fine Point,15.19
20.9,0.99458488,0.01043141,0.10327097,0.00521571,5.68e-05,-0.0001028,0.0010062,1.2779,11.8479,0.7335,Fine Point,5.25
21.0,0.99453298,0.01048115,0.10376332,0.00524057,-7.05e-05,-5.44e-05,0.0009955,1.2845,11.9046,0.7378,Fine Point,66.06
21.1,0.99448084,0.01053087,0.10425564,0.00526544,9.4e-06,-0.0001468,0.0009884,1.2911,11.9612,0.742,Fine Point,7.28
21.2,0.99442845,0.0105806,0.10474793,0.0052903,-8.15e-05,1.77e-05,0.0009881,1.2977,12.0179,0.7462,Fine Point,0.78
21.3,0.99437581,0.01063032,0.1052402,0.00531516,-0.0001757,-4.8e-05,0.0009982,1.3044,12.0745,0.7505,Fine Point,2.38
21.4,0.99432292,0.01068004,0.10573244,0.00534003,2.68e-05,-0.0003047,0.0010037,1.311,12.1312,0.7547,Fine Point,17.23
21.5,0.99426979,0.01072977,0.10622466,0.00536488,-0.0001862,6.04e-05,0.0009975,1.3176,12.1878,0.759,Fine Point,4.78
21.6,0.99421641,0.01077948,0.10671686,0.00538974,6.51e-05,0.0001315,0.0010038,1.3242,12.2445,0.7633,Fine Point,102.16
21.7,0.99416278,0.01082919,0.10720902,0.00541459,5.45e-05,9.11e-05,0.0009962,1.3309,12.3011,0.7675,Fine Point,45.86
21.8,0.99410891,0.01087891,0.10770117,0.00543945,1.14e-05,-0.0001292,0.0009873,1.3375,12.3577,0.7718,Fine Point,3.77
21.9,0.99405479,0.01092861,0.10819328,0.00546431,-0.0001092,-2.76e-05,0.0009946,1.3442,12.4144,0.7761,Fine Point,11.11
22.0,0.99400042,0.01097832,0.10868537,0.00548916,7.34e-05,2.68e-05,0.0009918,1.3508,12.471,0.7804,Fine Point,26.37
22.1,0.99394581,0.01102803,0.10917742,0.00551401,-7.6e-05,-0.0001527,0.0009992,1.3575,12.5277,0.7847,Fine Point,17.39
22.2,0.99389095,0.01107772,0.10966946,0.00553886,-4.41e-05,-2.82e-05,0.0009878,1.3642,12.5843,0.789,Fine Point,67.77
22.3,0.99383584,0.01112742,0.11016147,0.00556371,-0.0001471,-8.57e-05,0.0009931,1.3708,12.641,0.7933,Fine Point,34.64
22.4,0.99378049,0.01117712,0.11065344,0.00558856,-0.0002794,0.0001355,0.0009971,1.3775,12.6976,0.7977,Fine Point,8.96
22.5,0.99372489,0.0112268,0.1111454,0.0056134,2.7e-06,7.31e-05,0.0009984,1.3842,12.7543,0.802,Fine Point,19.48
22.6,0.99366904,0.0112765,0.11163732,0.00563825,-7.66e-05,-0.0001865,0.0010046,1.3909,12.8109,0.8064,Fine Point,20.09
22.7,0.99361295,0.01132619,0.11212922,0.00566309,-2.68e-05,-6.6e-06,0.0009943,1.3976,12.8675,0.8107,Fine Point,43.84
22.8,0.9935566,0.01137586,0.11262109,0.00568793,-0.0001041,-9.7e-06,0.0010112,1.4043,12.9242,0.8151,Fine Point,7.2
22.9,0.99350002,0.01142555,0.11311294,0.00571278,8.64e-05,1.21e-05,0.000992,1.411,12.9808,0.8194,Fine Point,18.87
23.0,0.99344318,0.01147523,0.11360476,0.00573761,9.46e-05,6.67e-05,0.0009975,1.4177,13.0375,0.8238,Fine Point,31.64
23.1,0.9933861,0.01152491,0.11409655,0.00576245,-0.0001826,3.8e-06,0.000997,1.4244,13.0941,0.8282,Fine Point,26.21
23.2,0.99332878,0.01157457,0.11458831,0.00578729,-8.09e-05,0.0002514,0.0010042,1.4312,13.1507,0.8326,Fine Point,67.79
23.3,0.9932712,0.01162425,0.11508003,0.00581212,3.91e-05,-6.4e-06,0.0010041,1.4379,13.2074,0.837,Fine Point,28.03
23.4,0.99321338,0.01167391,0.11557174,0.00583695,-8e-06,8.36e-05,0.0009838,1.4446,13.264,0.8414,Fine Point,40.27
23.5,0.99315531,0.01172358,0.11606342,0.00586179,-0.0001785,-0.0001775,0.0009974,1.4514,13.3207,0.8458,Fine Point,64.35
23.6,0.993097,0.01177324,0.11655507,0.00588662,-6.7e-05,-4.36e-05,0.0009887,1.4581,13.3773,0.8502,Slewing,24.94
23.7,0.99303844,0.0118229,0.11704668,0.00591145,-8.29e-05,4.08e-05,0.0010165,1.4649,13.4339,0.8547,Slewing,43.16
23.8,0.99297964,0.01187255,0.11753828,0.00593628,-8.44e-05,-2.5e-06,0.0009955,1.4717,13.4906,0.8591,Slewing,37.1
23.9,0.99292058,0.01192221,0.11802984,0.0059611,-6.53e-05,3.9e-05,0.0009851,1.4784,13.5472,0.8636,Slewing,7.19
24.0,0.99286128,0.01197185,0.11852137,0.00598593,-0.0001971,-6.07e-05,0.0009916,1.4852,13.6038,0.868,Slewing,43.36
24.1,0.99280174,0.0120215,0.11901287,0.00601075,4.57e-05,0.0001084,0.0009901,1.492,13.6605,0.8725,Slewing,78.93
24.2,0.99274194,0.01207115,0.11950435,0.00603558,7.31e-05,-2.99e-05,0.0009882,1.4988,13.7171,0.877,Slewing,69.33
24.3,0.99268191,0.01212079,0.11999579,0.00606039,0.0001311,-0.000174,0.0010148,1.5056,13.7737,0.8814,Slewing,32.15
24.4,0.99262162,0.01217043,0.12048721,0.00608521,6.22e-05,2.46e-05,0.0009928,1.5124,13.8304,0.8859,Slewing,8.66
24.5,0.99256109,0.01222007,0.12097859,0.00611003,-3.8e-06,-0.0001703,0.0010057,1.5192,13.887,0.8904,Slewing,42.66
24.6,0.99250031,0.01226969,0.12146996,0.00613484,0.0001405,-0.0001694,0.0009871,1.526,13.9436,0.8949,Slewing,72.11
24.7,0.99243929,0.01231932,0.12196128,0.00615966,-8.7e-06,8.18e-05,0.0010081,1.5328,14.0003,0.8994,Slewing,64.48
24.8,0.99237802,0.01236895,0.12245258,0.00618447,6.4e-06,7.35e-05,0.0010014,1.5396,14.0569,0.904,Slewing,9.59
24.9,0.9923165,0.01241857,0.12294384,0.00620928,2.51e-05,-8.25e-05,0.0009693,1.5465,14.1135,0.9085,Slewing,14.12
25.0,0.99225474,0.01246819,0.12343509,0.0062341,-0.0001917,0.0001023,0.0010024,1.5533,14.1702,0.913,Fine Point,38.1
25.1,0.99219273,0.01251781,0.12392629,0.0062589,0.0001736,3.22e-05,0.0009978,1.5602,14.2268,0.9176,Fine Point,62.29
25.2,0.99213047,0.01256742,0.12441747,0.00628371,-1.81e-05,-2.31e-05,0.000997,1.567,14.2834,0.9221,Fine Point,86.0
25.3,0.99206797,0.01261703,0.12490862,0.00630851,0.0002002,7.26e-05,0.0009967,1.5739,14.3401,0.9267,Fine Point,38.71
25.4,0.99200522,0.01266664,0.12539973,0.00633332,0.0002295,9.69e-05,0.0010119,1.5807,14.3967,0.9312,Fine Point,45.08
25.5,0.99194222,0.01271624,0.12589082,0.00635812,7.57e-05,-6.62e-05,0.0010103,1.5876,14.4533,0.9358,Fine Point,81.26
25.6,0.99187898,0.01276585,0.12638187,0.00638292,1.14e-05,0.0001296,0.0009949,1.5945,14.5099,0.9404,Fine Point,0.04
25.7,0.99181549,0.01281545,0.1268729,0.00640772,-6.76e-05,-0.0001131,0.0010019,1.6014,14.5666,0.945,Fine Point,60.27
25.8,0.99175176,0.01286504,0.12736389,0.00643252,-4.35e-05,1e-06,0.0009861,1.6082,14.6232,0.9496,Fine Point,50.55
25.9,0.99168778,0.01291463,0.12785485,0.00645732,-7.33e-05,0.0001742,0.0009985,1.6151,14.6798,0.9542,Fine Point,90.24
26.0,0.99162355,0.01296422,0.12834578,0.00648211,-8.9e-06,-0.000234,0.0010009,1.622,14.7365,0.9588,Fine Point,23.29
26.1,0.99155908,0.01301381,0.12883668,0.00650691,1.79e-05,7.81e-05,0.0009833,1.629,14.7931,0.9635,Fine Point,54.27
26.2,0.99149436,0.01306338,0.12932755,0.00653169,0.0001159,4.25e-05,0.0009985,1.6359,14.8497,0.9681,Fine Point,23.26
26.3,0.9914294,0.01311296,0.12981839,0.00655649,-0.0001088,-3.22e-05,0.0010002,1.6428,14.9063,0.9727,Fine Point,40.32
26.4,0.99136419,0.01316254,0.13030919,0.00658127,1.2e-05,-5.47e-05,0.0009905,1.6497,14.963,0.9774,Fine Point,7.42
26.5,0.99129873,0.01321211,0.13079996,0.00660606,-5.15e-05,0.0001345,0.0010022,1.6567,15.0196,0.982,Fine Point,7.47
26.6,0.99123303,0.01326168,0.1312907,0.00663084,-1.19e-05,-0.0001787,0.001021,1.6636,15.0762,0.9867,Fine Point,37.61
26.7,0.99116708,0.01331125,0.13178141,0.00665563,-3.61e-05,-6.73e-05,0.0009893,1.6705,15.1328,0.9914,Fine Point,47.3
26.8,0.99110088,0.01336081,0.13227209,0.00668041,-6.6e-05,-0.0002058,0.0009951,1.6775,15.1894,0.9961,Fine Point,56.82
26.9,0.99103444,0.01341037,0.13276273,0.00670519,9.2e-06,0.0001077,0.0010254,1.6845,15.2461,1.0008,Fine Point,6.29
27.0,0.99096775,0.01345993,0.13325334,0.00672997,0.0002008,-9.84e-05,0.0009926,1.6914,15.3027,1.0055,Fine Point,111.4
27.1,0.99090082,0.01350948,0.13374392,0.00675475,3.5e-06,-8.4e-05,0.0010038,1.6984,15.3593,1.0102,Fine Point,22.84
27.2,0.99083364,0.01355903,0.13423446,0.00677952,-8.1e-05,3.27e-05,0.0010055,1.7054,15.4159,1.0149,Fine Point,66.47
27.3,0.99076621,0.01360858,0.13472498,0.0068043,1.96e-05,-7.76e-05,0.0010152,1.7124,15.4726,1.0196,Fine Point,41.93
27.4,0.99069854,0.01365812,0.13521545,0.00682906,-0.0001632,8.5e-06,0.0010081,1.7194,15.5292,1.0243,Fine Point,20.04
27.5,0.99063062,0.01370766,0.1357059,0.00685384,-0.0001978,0.000105,0.0010048,1.7264,15.5858,1.0291,Fine Point,17.43
27.6,0.99056246,0.0137572,0.13619632,0.0068786,-2.6e-06,3.7e-05,0.0009858,1.7334,15.6424,1.0338,Fine Point,38.55
27.7,0.99049405,0.01380673,0.1366867,0.00690337,-8.5e-05,-2.63e-05,0.0009943,1.7404,15.699,1.0386,Fine Point,79.75
27.8,0.9904254,0.01385626,0.13717704,0.00692813,-4.02e-05,-4.94e-05,0.0009866,1.7474,15.7556,1.0434,Fine Point,24.92
27.9,0.99035649,0.01390579,0.13766736,0.0069529,6.68e-05,1.3e-06,0.0009955,1.7545,15.8123,1.0481,Fine Point,61.53
28.0,0.99028735,0.01395532,0.13815763,0.00697766,5.81e-05,4.86e-05,0.0009961,1.7615,15.8689,1.0529,Fine Point,83.19
28.1,0.99021795,0.01400484,0.13864788,0.00700242,-3.13e-05,-4.26e-05,0.0009915,1.7685,15.9255,1.0577,Fine Point,28.62
28.2,0.99014831,0.01405436,0.1391381,0.00702717,0.0001018,-4.07e-05,0.0010037,1.7756,15.9821,1.0625,Fine Point,19.1
28.3,0.99007843,0.01410387,0.13962828,0.00705193,6.2e-05,0.0001189,0.0009962,1.7826,16.0387,1.0673,Fine Point,35.94
28.4,0.9900083,0.01415338,0.14011841,0.00707668,8.26e-05,4.84e-05,0.0009924,1.7897,16.0953,1.0722,Fine Point,30.19
28.5,0.98993792,0.01420288,0.14060852,0.00710144,6.59e-05,-0.000112,0.0010021,1.7968,16.152,1.077,Fine Point,1.4
28.6,0.9898673,0.01425238,0.1410986,0.0071262,-0.0001284,-4.95e-05,0.0010006,1.8039,16.2086,1.0818,Slewing,21.39
28.7,0.98979643,0.01430188,0.14158864,0.00715094,-7.58e-05,1.82e-05,0.0010019,1.8109,16.2652,1.0867,Slewing,12.82
28.8,0.98972532,0.01435138,0.14207865,0.00717569,-9.99e-05,-9.15e-05,0.0010149,1.818,16.3218,1.0915,Slewing,101.52
28.9,0.98965396,0.01440087,0.14256862,0.00720043,6.23e-05,0.0001135,0.0010122,1.8251,16.3784,1.0964,Slewing,5.41
29.0,0.98958235,0.01445036,0.14305856,0.00722518,3.36e-05,-0.0002271,0.0010054,1.8322,16.435,1.1013,Slewing,51.63
29.1,0.9895105,0.01449985,0.14354845,0.00724992,1.08e-05,6.65e-05,0.0010173,1.8394,16.4916,1.1062,Slewing,30.46
29.2,0.98943841,0.01454933,0.14403832,0.00727466,-1.68e-05,0.0001648,0.0009922,1.8465,16.5482,1.111,Slewing,35.86
29.3,0.98936606,0.0145988,0.14452816,0.00729941,1.88e-05,6.71e-05,0.0010072,1.8536,16.6048,1.1159,Slewing,71.97
29.4,0.98929347,0.01464828,0.14501795,0.00732414,2.35e-05,5.85e-05,0.0010006,1.8607,16.6615,1.1208,Slewing,11.65
29.5,0.98922064,0.01469774,0.14550771,0.00734888,7.25e-05,-1.1e-05,0.0009928,1.8679,16.7181,1.1258,Slewing,11.45
29.6,0.98914756,0.01474722,0.14599744,0.0073736,-0.0001252,-7.18e-05,0.0010097,1.875,16.7747,1.1307,Slewing,28.86
29.7,0.98907424,0.01479668,0.14648713,0.00739834,0.0001871,-0.0001957,0.0009945,1.8822,16.8313,1.1356,Slewing,20.73
29.8,0.98900067,0.01484614,0.14697677,0.00742307,-7.8e-05,7.01e-05,0.0009968,1.8894,16.8879,1.1406,Slewing,11.17
29.9,0.98892685,0.01489559,0.1474664,0.0074478,-3.06e-05,-1.15e-05,0.0010102,1.8965,16.9445,1.1455,Slewing,23.68
30.0,0.98885279,0.01494504,0.14795598,0.00747253,-8.32e-05,0.0001083,0.0009914,1.9037,17.0011,1.1505,Fine Point,79.1
30.1,0.98877848,0.0149945,0.14844552,0.00749724,-4.58e-05,-0.0001764,0.0010118,1.9109,17.0577,1.1554,Fine Point,2.0
30.2,0.98870393,0.01504394,0.14893503,0.00752197,-0.0002019,0.0001874,0.0009975,1.9181,17.1143,1.1604,Fine Point,23.44
30.3,0.98862913,0.01509338,0.1494245,0.0075467,2.26e-05,-1.82e-05,0.0010026,1.9253,17.1709,1.1654,Fine Point,27.55
30.4,0.98855409,0.01514282,0.14991394,0.00757141,-9.09e-05,4.1e-06,0.0009958,1.9325,17.2275,1.1704,Fine Point,4.32
30.5,0.9884788,0.01519226,0.15040333,0.00759613,-2.63e-05,-0.0001032,0.0009994,1.9397,17.2841,1.1754,Fine Point,43.26
30.6,0.98840326,0.01524169,0.1508927,0.00762084,0.0001165,-1.58e-05,0.001008,1.9469,17.3407,1.1804,Fine Point,6.76
30.7,0.98832748,0.01529111,0.15138202,0.00764556,-6.79e-05,8.15e-05,0.0010064,1.9542,17.3973,1.1855,Fine Point,22.41
30.8,0.98825146,0.01534054,0.15187131,0.00767027,0.0001096,-0.0002006,0.0009894,1.9614,17.4539,1.1905,Fine Point,5.69
30.9,0.98817519,0.01538996,0.15236056,0.00769497,8.32e-05,0.0001406,0.0009756,1.9686,17.5105,1.1955,Fine Point,6.71
31.0,0.98809867,0.01543937,0.15284978,0.00771968,-0.0002127,-7.76e-05,0.000993,1.9759,17.5671,1.2006,Fine Point,40.76
31.1,0.98802191,0.01548878,0.15333895,0.00774439,1.25e-05,3.11e-05,0.0010046,1.9832,17.6237,1.2056,Fine Point,51.46
31.2,0.9879449,0.01553819,0.15382809,0.00776909,5.8e-05,9.61e-05,0.0010158,1.9904,17.6803,1.2107,Fine Point,70.74
31.3,0.98786765,0.01558759,0.15431719,0.0077938,-0.0001079,3.5e-06,0.0010128,1.9977,17.7369,1.2158,Fine Point,4.5
31.4,0.98779015,0.01563699,0.15480625,0.0078185,-4.71e-05,1.28e-05,0.0009989,2.005,17.7935,1.2209,Fine Point,27.8
31.5,0.98771241,0.01568639,0.15529529,0.00784319,-3.95e-05,5.47e-05,0.000996,2.0123,17.8501,1.226,Fine Point,92.74
31.6,0.98763442,0.01573578,0.15578427,0.00786789,-1e-07,-0.000186,0.0009864,2.0196,17.9067,1.2311,Fine Point,28.55
31.7,0.98755618,0.01578518,0.15627323,0.00789259,8.25e-05,0.0003428,0.0010171,2.0269,17.9633,1.2362,Fine Point,2.21
31.8,0.98747771,0.01583456,0.15676213,0.00791727,9.51e-05,0.0002039,0.0010003,2.0342,18.0199,1.2413,Fine Point,58.69
31.9,0.98739898,0.01588394,0.15725101,0.00794197,7.41e-05,4.99e-05,0.000994,2.0415,18.0765,1.2465,Fine Point,137.83
32.0,0.98732001,0.01593332,0.15773984,0.00796666,6.97e-05,6.71e-05,0.0010043,2.0488,18.1331,1.2516,Fine Point,10.2
32.1,0.9872408,0.01598269,0.15822863,0.00799135,-1.08e-05,2.17e-05,0.0009848,2.0562,18.1897,1.2567,Fine Point,19.39
32.2,0.98716134,0.01603206,0.15871739,0.00801603,-0.0001396,1.78e-05,0.0009982,2.0635,18.2463,1.2619,Fine Point,72.71
32.3,0.98708163,0.01608143,0.15920611,0.00804071,-1.43e-05,2.63e-05,0.0009921,2.0709,18.3029,1.2671,Fine Point,38.19
32.4,0.98700168,0.01613078,0.15969479,0.0080654,0.000393,-0.0001348,0.0010149,2.0782,18.3595,1.2723,Fine Point,49.32
32.5,0.98692149,0.01618015,0.16018343,0.00809007,0.0001372,0.0001448,0.0010026,2.0856,18.4161,1.2774,Fine Point,38.66
32.6,0.98684105,0.0162295,0.16067204,0.00811475,4.92e-05,-0.0001575,0.000987,2.093,18.4727,1.2826,Fine Point,19.82
32.7,0.98676036,0.01627885,0.16116059,0.00813943,6.41e-05,4.22e-05,0.0010011,2.1004,18.5293,1.2879,Fine Point,85.67
32.8,0.98667943,0.01632819,0.16164911,0.0081641,-1.64e-05,1.21e-05,0.0010026,2.1078,18.5858,1.2931,Fine Point,47.89
32.9,0.98659826,0.01637754,0.1621376,0.00818877,-0.000118,8.31e-05,0.0010056,2.1152,18.6424,1.2983,Fine Point,8.17
33.0,0.98651684,0.01642687,0.16262604,0.00821344,-5.4e-05,0.0001714,0.000998,2.1226,18.699,1.3035,Fine Point,112.41
33.1,0.98643517,0.0164762,0.16311444,0.00823811,0.0001119,-7.73e-05,0.0009972,2.13,18.7556,1.3088,Fine Point,17.41
33.2,0.98635326,0.01652554,0.16360281,0.00826276,-4.49e-05,4.94e-05,0.0009907,2.1374,18.8122,1.314,Fine Point,16.66
33.3,0.9862711,0.01657486,0.16409114,0.00828743,-1.57e-05,0.0001345,0.0010088,2.1448,18.8688,1.3193,Fine Point,28.14
33.4,0.9861887,0.01662418,0.16457942,0.00831209,-4.34e-05,4.73e-05,0.000997,2.1523,18.9254,1.3246,Fine Point,16.16
33.5,0.98610606,0.0166735,0.16506766,0.00833675,-0.0002682,-2.25e-05,0.0009936,2.1597,18.982,1.3299,Fine Point,64.64
33.6,0.98602317,0.01672281,0.16555586,0.00836141,-5.23e-05,-0.000225,0.0009858,2.1672,19.0385,1.3352,Slewing,12.31
33.7,0.98594004,0.01677213,0.16604402,0.00838606,9.71e-05,5.66e-05,0.0010158,2.1746,19.0951,1.3405,Slewing,42.92
33.8,0.98585666,0.01682143,0.16653214,0.00841071,-8.97e-05,0.0002737,0.0009966,2.1821,19.1517,1.3458,Slewing,38.72
33.9,0.98577303,0.01687073,0.16702023,0.00843537,9e-07,0.0001057,0.0009885,2.1896,19.2083,1.3511,Slewing,26.41
34.0,0.98568916,0.01692002,0.16750827,0.00846002,0.0001042,-5.96e-05,0.0009897,2.1971,19.2649,1.3564,Slewing,3.45
34.1,0.98560505,0.01696932,0.16799627,0.00848466,-0.0001557,3.52e-05,0.0010036,2.2046,19.3215,1.3618,Slewing,43.26
34.2,0.98552069,0.0170186,0.16848422,0.0085093,-0.000147,-8.76e-05,0.0010163,2.2121,19.378,1.3671,Slewing,8.38
34.3,0.98543608,0.01706789,0.16897214,0.00853395,-0.0001709,4.06e-05,0.0010017,2.2196,19.4346,1.3725,Slewing,12.7
34.4,0.98535123,0.01711718,0.16946002,0.00855859,-0.000135,7.84e-05,0.0009937,2.2271,19.4912,1.3779,Slewing,73.85
34.5,0.98526614,0.01716645,0.16994785,0.00858323,5.1e-06,-0.0001092,0.0010032,2.2346,19.5478,1.3832,Slewing,42.71
34.6,0.9851808,0.01721572,0.17043564,0.00860786,0.0001587,-8.97e-05,0.001001,2.2422,19.6044,1.3886,Slewing,19.58
34.7,0.98509522,0.01726499,0.17092339,0.00863249,7.7e-05,-8.7e-06,0.0009951,2.2497,19.661,1.394,Slewing,47.27
34.8,0.98500939,0.01731425,0.1714111,0.00865713,9.96e-05,1.13e-05,0.0010146,2.2573,19.7175,1.3994,Slewing,6.1
34.9,0.98492332,0.01736352,0.17189877,0.00868176,-9.87e-05,2.52e-05,0.000991,2.2648,19.7741,1.4049,Slewing,69.07
35.0,0.984837,0.01741276,0.1723864,0.00870639,-1.28e-05,-8.4e-05,0.0010054,2.2724,19.8307,1.4103,Fine Point,63.87
35.1,0.98475044,0.01746202,0.17287397,0.008731,-9.36e-05,-0.0002393,0.0009918,2.28,19.8873,1.4157,Fine Point,80.54
35.2,0.98466364,0.01751127,0.17336152,0.00875563,4.59e-05,2.82e-05,0.0010067,2.2876,19.9438,1.4212,Fine Point,85.71
35.3,0.98457659,0.0175605,0.17384901,0.00878025,-2.15e-05,-6.09e-05,0.0010113,2.2952,20.0004,1.4266,Fine Point,9.6
35.4,0.98448929,0.01760974,0.17433647,0.00880487,4.55e-05,5.88e-05,0.0010108,2.3028,20.057,1.4321,Fine Point,82.74
35.5,0.98440175,0.01765898,0.17482388,0.00882949,-4.12e-05,-1.02e-05,0.0010007,2.3104,20.1136,1.4376,Fine Point,28.1
35.6,0.98431397,0.0177082,0.17531125,0.00885411,-4.39e-05,2.35e-05,0.0010134,2.318,20.1701,1.4431,Fine Point,47.14
35.7,0.98422594,0.01775743,0.17579858,0.00887872,-0.0001085,3.88e-05,0.0010108,2.3256,20.2267,1.4486,Fine Point,6.72
35.8,0.98413767,0.01780665,0.17628586,0.00890332,3.9e-06,8.35e-05,0.0010048,2.3333,20.2833,1.4541,Fine Point,43.77
35.9,0.98404915,0.01785587,0.1767731,0.00892793,-2.34e-05,4.02e-05,0.0010061,2.3409,20.3399,1.4596,Fine Point,43.47
36.0,0.98396039,0.01790508,0.1772603,0.00895254,-0.000101,5.91e-05,0.0009857,2.3486,20.3964,1.4651,Fine Point,38.44
36.1,0.98387138,0.01795429,0.17774746,0.00897714,2.75e-05,-2e-07,0.0009903,2.3562,20.453,1.4707,Fine Point,35.37
36.2,0.98378213,0.01800349,0.17823456,0.00900175,-3.72e-05,-0.000231,0.0010166,2.3639,20.5096,1.4762,Fine Point,56.48
36.3,0.98369264,0.01805269,0.17872164,0.00902635,4e-06,3.52e-05,0.001013,2.3716,20.5661,1.4818,Fine Point,7.81
36.4,0.9836029,0.01810188,0.17920865,0.00905095,-7.46e-05,-2.59e-05,0.0009875,2.3793,20.6227,1.4874,Fine Point,84.18
36.5,0.98351291,0.01815107,0.17969563,0.00907554,0.0001036,9.36e-05,0.0009934,2.387,20.6793,1.4929,Fine Point,43.34
36.6,0.98342269,0.01820026,0.18018257,0.00910013,-5.46e-05,2.31e-05,0.0009983,2.3947,20.7358,1.4985,Fine Point,55.65
36.7,0.98333221,0.01824944,0.18066946,0.00912472,-0.0001102,4.51e-05,0.000987,2.4024,20.7924,1.5041,Fine Point,39.77
36.8,0.9832415,0.01829862,0.18115631,0.00914931,0.0001728,-9.25e-05,0.0009976,2.4101,20.849,1.5097,Fine Point,54.87
36.9,0.98315054,0.01834778,0.18164311,0.00917389,0.000119,-0.0001073,0.000992,2.4179,20.9055,1.5154,Fine Point,33.01
37.0,0.98305933,0.01839695,0.18212987,0.00919848,0.0001356,-5.25e-05,0.0009928,2.4256,20.9621,1.521,Fine Point,43.5
37.1,0.98296788,0.01844612,0.18261659,0.00922306,5.85e-05,-1.08e-05,0.0010041,2.4334,21.0187,1.5266,Fine Point,73.85
37.2,0.98287619,0.01849528,0.18310325,0.00924764,9.84e-05,5.92e-05,0.0010027,2.4411,21.0752,1.5323,Fine Point,25.83
37.3,0.98278425,0.01854443,0.18358988,0.00927222,-0.0001774,8.7e-06,0.0010109,2.4489,21.1318,1.538,Fine Point,20.43
37.4,0.98269207,0.01859358,0.18407646,0.00929679,1.22e-05,0.000127,0.0010094,2.4567,21.1884,1.5436,Fine Point,0.22
37.5,0.98259965,0.01864273,0.18456299,0.00932136,-1.02e-05,0.00015,0.001009,2.4645,21.2449,1.5493,Fine Point,88.18
37.6,0.98250698,0.01869187,0.18504948,0.00934594,-0.0001813,-4e-06,0.0009974,2.4723,21.3015,1.555,Fine Point,20.95
37.7,0.98241406,0.018741,0.18553593,0.0093705,1.88e-05,0.0001271,0.0009683,2.4801,21.358,1.5607,Fine Point,13.61
37.8,0.9823209,0.01879013,0.18602233,0.00939507,3.72e-05,-0.0001672,0.0010016,2.4879,21.4146,1.5664,Fine Point,63.3
37.9,0.9822275,0.01883926,0.18650868,0.00941963,0.0001558,-0.0001188,0.0010095,2.4957,21.4712,1.5722,Fine Point,48.54
38.0,0.98213386,0.01888838,0.18699499,0.00944419,2.55e-05,1.96e-05,0.0010169,2.5035,21.5277,1.5779,Fine Point,29.67
38.1,0.98203997,0.0189375,0.18748124,0.00946875,0.0001633,-3.9e-05,0.0010172,2.5114,21.5843,1.5836,Fine Point,13.83
